symbol,company_name,market_cap,pe,forward_pe,eps,sector,industry,revenue_growth,earnings_growth
UNIVCABLES.NS,Universal Cables Limited,40479096832.0,24.812845,78.51279,47.02,,,,
KSL.NS,Kalyani Steels Limited,40424914944.0,15.674508,10.95269,59.08,,,,
GUJTHEM.NS,Gujarat Themis Biosyn Limited,40346513408.0,86.15385,,4.29,,,,
MUTHOOTMF.NS,MUTHOOT MICROFIN LIMITED,40274067456.0,23.651232,8.042211,10.15,,,,
KIRLOSIND.NS,Kirloskar Industries Limited,40249401344.0,25.31639,,151.08,,,,
RAYMOND.NS,Raymond Limited,40246976512.0,119.04528,26.640968,5.08,,,,
SOTL.NS,Savita Oil Technologies Limited,39782182912.0,21.879713,9.556159,26.52,,,,
GHCL.NS,GHCL Limited,39759425536.0,8.650778,5.877371,50.14,,,,
MANINDS.NS,Man Industries (India) Limited,39721316352.0,22.776344,7.354861,23.25,,,,
VSTIND.NS,VST Industries Limited,39503675392.0,13.530779,11.65,17.22,,,,
NRBBEARING.NS,NRB Bearings Limited,39486267392.0,27.620338,22.081299,14.75,,,,
GREENPLY.NS,Greenply Industries Limited,39387860992.0,43.859528,19.613064,7.19,,,,
TFCILTD.NS,Tourism Finance Corporation of India Limited,39366955008.0,31.846441,7.286204,2.67,,,,
STYRENIX.NS,Styrenix Performance Materials Limited,39334776832.0,21.50457,16.595396,103.95,,,,
KDDL.NS,KDDL Limited,39195344896.0,44.44631,28.97091,71.7,,,,
VSTTILLERS.NS,V.S.T. Tillers Tractors Limited,39156305920.0,37.45179,23.382536,120.83,,,,
HEMIPROP.NS,Hemisphere Properties India Limited,39113408512.0,,,-0.38,,,,
CAPILLARY.NS,CAPILLARY TECHNO INDIA L,39064453120.0,71.44622,22.6,6.88,,,,
SHAREINDIA.NS,Share India Securities Limited,38784638976.0,12.00813,,14.76,,,,
NOVARTIND.NS,Novartis India Limited,38767017984.0,41.66932,,37.68,,,,
EIEL.NS,ENVIRO INFRA ENGINEERS L,38656970752.0,21.135317,9.533766,10.42,,,,
AARTIDRUGS.NS,Aarti Drugs Limited,38543319040.0,19.761347,15.996212,21.37,,,,
LUXIND.NS,Lux Industries Limited,38437621760.0,37.03854,16.30357,34.51,,,,
MAHLOG.NS,Mahindra Logistics Limited,38433828864.0,1684.1304,23.084028,0.23,,,,
RAMRAT.NS,Ram Ratna Wires Limited,38343131136.0,35.84206,,11.46,,,,
FOSECOIND.NS,Foseco India Limited,38312562688.0,41.667355,,121.39,,,,
GUFICBIO.NS,Gufic Biosciences Limited,38297886720.0,59.48598,,6.42,,,,
BAJAJELEC.NS,Bajaj Electricals Limited,38246932480.0,,21.800184,-7.89,,,,
HARSHA.NS,Harsha Engineers International Limited,38229417984.0,24.627567,17.520164,17.05,,,,
SINDHUTRAD.NS,Sindhu Trade Links Limited,38162739200.0,91.666664,,0.27,,,,
DBCORP.NS,D. B. Corp Limited,38055591936.0,10.809621,9.952913,19.75,,,,
JTEKTINDIA.NS,JTEKT India Limited,37798100992.0,48.14841,30.620224,2.83,,,,
JKIL.NS,J. Kumar Infraprojects Limited,37787353088.0,9.76535,7.1728997,51.14,,,,
ASHIANA.NS,Ashiana Housing Limited,37676716032.0,31.259382,21.790695,11.99,,,,
ROSSTECH.NS,Rossell Techsys Limited,37495918592.0,169.38463,,5.85,,,,
SANATHAN.NS,SANATHAN TEXTILES LIMITED,37327691776.0,48.333336,9.18802,9.15,,,,
ORIENTELEC.NS,Orient Electric Limited,36890886144.0,38.503345,21.830406,4.49,,,,
EMUDHRA.NS,eMudhra Limited,36763705344.0,34.3635,20.461187,13.04,,,,
SANDHAR.NS,Sandhar Technologies Limited,36747231232.0,18.45047,14.50119,33.01,,,,
SAMHI.NS,SAMHI Hotels Limited,36674445312.0,6.4191294,13.399016,25.72,,,,
FUSION.NS,Fusion Finance Limited,36530102272.0,221.46078,8.121366,1.02,,,,
SANGHVIMOV.NS,Sanghvi Movers Limited,36465811456.0,19.80254,,21.27,,,,
SMSPHARMA.NS,SMS Pharmaceuticals Limited,36313575424.0,34.713516,,11.17,,,,
YASHO.NS,Yasho Industries Limited,36285542400.0,142.89037,,21.07,,,,
WHEELS.NS,Wheels India Limited,35967836160.0,23.200945,39.487663,63.45,,,,
BOSCH-HCIL.NS,Bosch Home Comfort India Limited,35957227520.0,,,-1.06,,,,
ADVENZYMES.NS,Advanced Enzyme Technologies Limited,35899555840.0,21.274055,17.423914,15.07,,,,
GMMPFAUDLR.NS,GMM Pfaudler Limited,35835400192.0,62.127823,16.88771,12.83,,,,
HGINFRA.NS,H.G. Infra Engineering Limited,35834335232.0,10.868749,7.09567,50.59,,,,
TRUALT.NS,TRUALT BIOENERGY LIMITED,35775983616.0,33.891144,,12.31,,,,
HEIDELBERG.NS,HeidelbergCement India Limited,35737493504.0,26.681896,17.725447,5.91,,,,
PREMEXPLN.NS,Premier Explosives Limited,35718049792.0,78.12941,42.031643,8.5,,,,
NFL.NS,National Fertilizers Limited,35596365824.0,16.835266,,4.31,,,,
MPSLTD.NS,MPS Limited,35594297344.0,20.534718,16.78783,102.11,,,,
VENUSPIPES.NS,Venus Pipes and Tubes Limited,35399688192.0,34.605103,19.515762,49.38,,,,
INDIQUBE.NS,INDIQUBE SPACES LIMITED,35365445632.0,,42.77436,-5.29,,,,
ROUTE.NS,Route Mobile Limited,35363627008.0,14.794413,9.119785,37.94,,,,
GRAUWEIL.NS,Grauer & Weil (India) Limited,35329822720.0,21.524862,,3.62,,,,
RELTD.NS,Ravindra Energy Limited,35254431744.0,39.811657,,4.46,,,,
SEAMECLTD.NS,Seamec Limited,35219550208.0,13.966006,,98.84,,,,
BHAGCHEM.NS,Bhagiradha Chemicals & Industries Limited,35075485696.0,191.84398,,1.41,,,,
SAMBHV.NS,SAMBHV STEEL TUBES LTD,35054112768.0,23.509882,,5.06,,,,
TARC.NS,TARC Limited,34933501952.0,184.96875,1.681534,0.64,,,,
PITTIENG.NS,Pitti Engineering Limited,34833506304.0,29.67453,19.416668,31.8,,,,
ASHOKA.NS,Ashoka Buildcon Limited,34790031360.0,4.8849034,8.047402,25.37,,,,
KNRCON.NS,KNR Constructions Limited,34470924288.0,7.8873873,13.836694,15.54,,,,
WSTCSTPAPR.NS,West Coast Paper Mills Limited,34371854336.0,22.834578,,22.79,,,,
KOLTEPATIL.NS,Kolte-Patil Developers Limited,34359103488.0,66.230774,15.814286,5.85,,,,
KERNEX.NS,Kernex Microsystems (India) Limited,34267627520.0,38.762592,,52.61,,,,
MAYURUNIQ.NS,Mayur Uniquoters Limited,34121154560.0,17.794018,12.915297,44.13,,,,
INDRAMEDCO.NS,Indraprastha Medical Corporation Limited,33992347648.0,18.521477,15.07317,20.02,,,,
POLYPLEX.NS,Polyplex Corporation Limited,33826949120.0,75.1954,,14.33,,,,
ARSSBL.NS,ANAND RATHI SH N STK BR L,33671151616.0,22.835758,,23.38,,,,
PANACEABIO.NS,Panacea Biotec Limited,33617469440.0,,,-0.88,,,,
TATVA.NS,Tatva Chintan Pharma Chem Limited,33406193664.0,64.94315,35.002453,21.99,,,,
63MOONS.NS,63 moons technologies limited,33367773184.0,,,-4.85,,,,
CARYSIL.NS,Carysil Limited,33289226240.0,33.895164,23.756426,34.53,,,,
MARINE.NS,Marine Electricals (India) Limited,33133146112.0,59.18247,,4.22,,,,
GOPAL.NS,Gopal Snacks Limited,33105270784.0,44.856415,25.290476,5.92,,,,
NPST.NS,NETWORK PEOPLE SRV TECH L,32962244608.0,76.918205,,20.54,,,,
NIITMTS.NS,NIIT Learning Systems Limited,32875634688.0,13.529145,10.891116,17.67,,,,
ADFFOODS.NS,ADF Foods Limited,32860200960.0,36.475613,,8.2,,,,
XPROINDIA.NS,Xpro India Limited,32795179008.0,169.57526,,8.24,,,,
JASH.NS,Jash Engineering Limited,32738969600.0,43.298668,23.819221,12.02,,,,
RML.NS,Rane (Madras) Limited,32589709312.0,30.305832,,38.91,,,,
SHANTIGEAR.NS,Shanthi Gears Limited,32507197440.0,42.36,109.74094,10.0,,,,
CRIZAC.NS,CRIZAC LIMITED,32499499008.0,14.834663,11.464814,12.52,,,,
JINDWORLD.NS,Jindal Worldwide Limited,32283785216.0,46.0,,0.7,,,,
MOREPENLAB.NS,Morepen Laboratories Limited,32274475008.0,34.04624,,1.73,,,,
CARRARO.NS,CARRARO INDIA LIMITED,32266088448.0,24.686821,,22.99,,,,
NAVNETEDUL.NS,Navneet Education Limited,32215277568.0,9.101875,16.739082,16.0,,,,
GANECOS.NS,Ganesha Ecosphere Limited,32199626752.0,83.32064,18.011227,14.44,,,,
FILATEX.NS,Filatex India Limited,31781257216.0,17.329298,5.385252,4.13,,,,
UFLEX.NS,Uflex Limited,31686400000.0,9.990892,7.771874,43.92,,,,
TVSSRICHAK.NS,TVS Srichakra Limited,31612131328.0,44.44504,40.555008,92.89,,,,
EUROPRATIK.NS,EURO PRATIK SALES LIMITED,31554250752.0,41.002655,,7.53,,,,
SANGAMIND.NS,Sangam (India) Limited,31408015360.0,38.767498,,16.43,,,,
WINDMACHIN.NS,Windsor Machines Limited,30986094592.0,3327.7776,,0.09,,,,
CHEMPLASTS.NS,Chemplast Sanmar Limited,30956271616.0,,29.516094,-17.7,,,,
NITINSPIN.NS,Nitin Spinners Limited,30940676096.0,17.421652,10.681222,31.59,,,,
INTERARCH.NS,Interarch Building Solutions Limited,30897106944.0,23.0419,16.50224,79.95,,,,
SPECTRUM.NS,SPECTRUM ELECTRIC IND LTD,30788126720.0,68.96516,,28.41,,,,
HERITGFOOD.NS,Heritage Foods Limited,30743314432.0,22.722908,14.9010515,14.58,,,,
RAMCOIND.NS,Ramco Industries Limited,30694150144.0,16.91958,30.681423,20.89,,,,
STEELCAS.NS,Steelcast Limited,30521921536.0,35.192535,,8.57,,,,
DPABHUSHAN.NS,D. P. Abhushan Limited,30498101248.0,14.3888,,92.85,,,,
KKCL.NS,Kewal Kiran Clothing Limited,30492139520.0,21.503693,15.039513,23.01,,,,
UNIPARTS.NS,Uniparts India Limited,30488387584.0,19.270239,,35.08,,,,
BALMLAWRIE.NS,Balmer Lawrie & Co. Ltd.,30481434624.0,11.009882,,16.19,,,,
DEEPINDS.NS,Deep Industries Limited,30464000000.0,16.921436,8.067797,28.13,,,,
SUNCLAY.NS,Sundaram-Clayton Limited,30428110848.0,12.062576,,114.42,,,,
JUBLCPL.NS,Jubilant Agri and Consumer Products Limited,30344382464.0,24.037931,,83.31,,,,
RSYSTEMS.NS,R Systems International Limited,30226298880.0,14.856727,11.934035,17.17,,,,
BBL.NS,Bharat Bijlee Limited,30158985216.0,25.12666,62.795948,106.19,,,,
KITEX.NS,Kitex Garments Limited,30028740608.0,501.73334,7.943008,0.3,,,,
DCAL.NS,Dishman Carbogen Amcis Limited,30017691648.0,30.781353,15.3168,6.22,,,,
POKARNA.NS,Pokarna Limited,29990168576.0,37.175247,,26.02,,,,
BUILDPRO.NS,Shankara Buildpro Limited,29909118976.0,23.364273,,52.79,,,,
DDEVPLSTIK.NS,Ddev Plastiks Industries Limited,29858189312.0,14.78985,9.017187,19.51,,,,
WONDERLA.NS,Wonderla Holidays Limited,29789675520.0,36.63807,19.570833,12.82,,,,
PRINCEPIPE.NS,Prince Pipes and Fittings Limited,29763211264.0,40.6571,18.456003,6.62,,,,
DALMIASUG.NS,Dalmia Bharat Sugar and Industries Limited,29737099264.0,12.612427,9.231155,29.13,,,,
RAMCOSYS.NS,Ramco Systems Limited,29655635968.0,70.89398,36.029682,11.13,,,,
RPSGVENT.NS,RPSG Ventures Limited,29622259712.0,,,-41.72,,,,
ELPROINTL.NS,Elpro International Limited,29596141568.0,33.908737,,5.15,,,,
ROSSARI.NS,Rossari Biotech Limited,29437874176.0,19.72717,15.840537,26.94,,,,
JTLIND.NS,JTL Industries Limited,29363195904.0,28.51145,12.381222,2.62,,,,
HLEGLAS.NS,HLE Glascoat Limited,29309898752.0,58.448753,,7.22,,,,
TCPLPACK.NS,TCPL Packaging Limited,29202374656.0,29.939484,,107.41,,,,
MAITHANALL.NS,Maithan Alloys Limited,29096994816.0,6.711207,,148.93,,,,
GATEWAY.NS,Gateway Distriparks Limited,29014317056.0,11.341797,9.254183,5.12,,,,
ANTELOPUS.NS,ANTELOPUS SELAN ENRGY LTD,28861263872.0,32.36593,,25.36,,,,
JINDALPOLY.NS,Jindal Poly Films Limited,28857434112.0,,,-48.51,,,,
VSSL.NS,Vardhman Special Steels Limited,28846174208.0,22.722773,13.378924,13.13,,,,
HUBTOWN.NS,Hubtown Limited,28707174400.0,19.004704,13.650001,10.63,,,,
SIYSIL.NS,Siyaram Silk Mills Limited,28648943616.0,12.408135,5.599947,50.89,,,,
SASKEN.NS,Sasken Technologies Limited,28644720640.0,53.19233,32.420074,35.46,,,,
MONARCH.NS,Monarch Networth Capital Limited,28594620416.0,15.799737,,22.82,,,,
BOROLTD.NS,Borosil Limited,28562309120.0,38.33708,28.098824,6.23,,,,
PARAGMILK.NS,Parag Milk Foods Limited,28303753216.0,21.186552,14.07107,10.56,,,,
INDOTHAI.NS,Indo Thai Securities Limited,28275423232.0,41.63636,,5.28,,,,
PATELENG.NS,Patel Engineering Limited,28259860480.0,10.419014,7.0452385,2.84,,,,
ORIENTCEM.NS,Orient Cement Limited,28240459776.0,8.360705,12.217777,16.44,,,,
ZAGGLE.NS,Zaggle Prepaid Ocean Services Limited,28239423488.0,20.449757,11.311926,10.25,,,,
HIKAL.NS,Hikal Limited,28214910976.0,,25.425556,-3.96,,,,
BEPL.NS,Bhansali Engineering Polymers Limited,28145891328.0,15.621548,19.43299,7.24,,,,
DIAMONDYD.NS,Prataap Snacks Limited,28132083712.0,294.225,43.91418,4.0,,,,
DREDGECORP.NS,Dredging Corporation of India Limited,28086798336.0,188.55263,,5.32,,,,
SATIN.NS,Satin Creditcare Network Limited,28054644736.0,8.446027,5.9318604,30.2,,,,
DIVGIITTS.NS,Divgi TorqTransfer Systems Limited,27937505280.0,59.5114,31.608997,15.35,,,,
EFCIL.NS,EFC (I) Limited,27905603584.0,11.348976,,16.62,,,,
GKENERGY.NS,GK ENERGY LIMITED,27846811648.0,12.596331,,10.9,,,,
NSIL.NS,Nalwa Sons Investments Limited,27789209600.0,51.018387,,106.05,,,,
ARVSMART.NS,Arvind SmartSpaces Limited,27625680896.0,28.735687,16.966196,20.96,,,,
SOLARA.NS,Solara Active Pharma Sciences Limited,27538823168.0,,18.178345,-1.66,,,,
AUTOAXLES.NS,Automotive Axles Limited,27520409600.0,16.750368,13.671922,108.72,,,,
INDNIPPON.NS,India Nippon Electricals Limited,27448836096.0,24.692715,49.546757,49.14,,,,
UFBL.NS,UNITED FOODBRANDS LIMITED,27434737664.0,,70.19,-15.16,,,,
APCOTEXIND.NS,Apcotex Industries Limited,27431168000.0,27.02247,18.896427,19.58,,,,
FLAIR.NS,FLAIR WRITING INDUST LTD,27397529600.0,23.251343,13.988344,11.18,,,,
NOCIL.NS,NOCIL Limited,27174955008.0,49.006023,20.3375,3.32,,,,
FMGOETZE.NS,Federal-Mogul Goetze (India) Limited,27137351680.0,15.899609,,30.68,,,,
MANGLMCEM.NS,Mangalam Cement Limited,27128834048.0,21.054203,16.807495,46.86,,,,
GLOBUSSPR.NS,Globus Spirits Limited,27097159680.0,10.729743,13.668622,86.88,,,,
IMAGICAA.NS,Imagicaaworld Entertainment Limited,26946320384.0,4762.0,26.455555,0.01,,,,
PARKHOTELS.NS,PARKHOTELS,26863816704.0,40.876625,18.424398,3.08,,,,
JNKINDIA.NS,JNK India Limited,26698409984.0,41.311687,26.217031,11.55,,,,
UTKARSHBNK.NS,Utkarsh Small Finance Bank Limited,26675060736.0,,6.662222,-8.37,,,,
NITCO.NS,NITCO Limited,26669158400.0,93.15966,,1.19,,,,
MEDIASSIST.NS,MEDI ASSIST HEALTH SER L,26627471360.0,29.33745,18.279488,12.15,,,,
RAMKY.NS,Ramky Infrastructure Limited,26575411200.0,9.804698,,39.17,,,,
MARATHON.NS,Marathon Nextgen Realty Limited,26360702976.0,12.772876,,30.6,,,,
SPANDANA.NS,Spandana Sphoorty Financial Limited,26317068288.0,,7.0690475,-91.0,,,,
INA.NS,Insolation Energy Limited,26087979008.0,13.004395,,9.1,,,,
BOMDYEING.NS,The Bombay Dyeing and Manufacturing Company Limited,25932521472.0,95.84733,,1.31,,,,
ARKADE.NS,ARKADE DEVELOPERS LIMITED,25929781248.0,481.58624,,0.29,,,,
KIRIINDUS.NS,Kiri Industries Limited,25907537920.0,0.44126624,,900.93,,,,
FISCHER.NS,Fischer Medical Ventures Limited,25702821888.0,87.26667,,0.45,,,,
MUFIN.NS,Mufin Green Finance Limited,25614444544.0,78.81707,,1.64,,,,
STOVEKRAFT.NS,Stove Kraft Limited,25600235520.0,60.98186,30.404009,12.68,,,,
MMFL.NS,M M Forgings Limited,25473370112.0,25.837414,13.424936,20.42,,,,
RISHABH.NS,Rishabh Instruments Limited,25366085632.0,31.153845,20.828571,21.06,,,,
PANAMAPET.NS,Panama Petrochem Limited,25289349120.0,11.903474,,35.12,,,,
GIPCL.NS,Gujarat Industries Power Company Limited,25162055680.0,6.2494216,10.595425,25.94,,,,
SPORTKING.NS,Sportking India Limited,25099030528.0,21.00213,7.856972,9.39,,,,
REPCOHOME.NS,Repco Home Finance Limited,25096488960.0,5.2796783,5.017063,75.98,,,,
SILVERTUC.NS,Silver Touch Technologies Limited,25072873472.0,69.86573,,2.83,,,,
TALBROAUTO.NS,Talbros Automotive Components Limited,25006073856.0,24.041542,,16.85,,,,
VIMTALABS.NS,Vimta Labs Limited,24988917760.0,32.156414,,17.39,,,,
EVEREADY.NS,Eveready Industries India Limited,24971708416.0,14.557202,,23.6,,,,
AJMERA.NS,Ajmera Realty & Infra India Limited,24953688064.0,16.662287,6.096154,7.61,,,,
SPAL.NS,S.P. Apparels Limited,24942800896.0,24.755487,14.004234,40.08,,,,
STALLION.NS,STALLION IND FLUOROCHEM L,24930572288.0,40.142056,,5.35,,,,
BLSE.NS,BLS E-SERVICES LIMITED,24872759296.0,43.276024,,6.34,,,,
EASEMYTRIP.NS,Easy Trip Planners Limited,24766969856.0,,,-0.11,,,,
RANEHOLDIN.NS,Rane Holdings Limited,24689186816.0,25.251165,,68.48,,,,
RAJRATAN.NS,Rajratan Global Wire Limited,24667090944.0,35.20652,21.885134,13.8,,,,
SAIPARENT.NS,SAI PARENTERALS LIMITED,24568070144.0,124.96629,,4.45,,,,
EPACKPEB.NS,EPACK PREFAB TECHN LTD,24565035008.0,24.509037,17.62527,9.96,,,,
PIXTRANS.NS,PIX Transmissions Limited,24498110464.0,22.9366,,78.39,,,,
SUNDROP.NS,Sundrop Brands Limited,24427560960.0,122.0339,32.238804,5.31,,,,
GNA.NS,G N A Axles Limited,24343910400.0,18.416693,15.325675,30.79,,,,
CONFIPET.NS,Confidence Petroleum India Limited,24293466112.0,26.114286,,2.8,,,,
KICL.NS,Kalyani Investment Company Limited,24089942016.0,65.36184,,84.43,,,,
ADOR.NS,Ador Welding Limited,24087236608.0,29.411388,18.55362,47.06,,,,
TEAMLEASE.NS,TeamLease Services Limited,23949146112.0,434.2249,13.135545,3.29,,,,
VEEDOL.NS,Veedol Corporation Limited,23940659200.0,12.499557,,112.7,,,,
GREENPANEL.NS,Greenpanel Industries Limited,23938093056.0,,14.957188,-2.38,,,,
PROTEAN.NS,Protean eGov Technologies Limited,23637473280.0,23.587355,18.531849,24.67,,,,
SAGCEM.NS,Sagar Cements Limited,23583561728.0,,49.208134,-0.05,,,,
CAMLINFINE.NS,Camlin Fine Sciences Limited,23567720448.0,,15.053988,-1.59,,,,
BRIGHOTEL.NS,BRIGADE HOTEL VENTURE LTD,23356520448.0,36.601192,20.051065,1.68,,,,
KNACK.NS,KNACK PACKAGING LIMITED,23342379008.0,25.19947,,7.57,,,,
NIBE.NS,Nibe Limited,23336370176.0,435.0867,,3.46,,,,
BFUTILITIE.NS,BF Utilities Limited,23244691456.0,14.6858635,,42.02,,,,
EPACK.NS,EPACK Durable Limited,23242063872.0,710.3823,23.819525,0.34,,,,
VINCOFE.NS,Vintage Coffee and Beverages Limited,23171743744.0,32.066532,,4.96,,,,
EMSLIMITED.NS,EMS Limited,23159121920.0,25.570202,,16.31,,,,
MOLDTKPAC.NS,Mold-Tek Packaging Limited,23114031104.0,31.74806,20.273315,21.91,,,,
GSPCROP.NS,GSP CROP SCIENCE LIMITED,22896529408.0,19.727455,,24.95,,,,
SAKSOFT.NS,Saksoft Limited,22890885120.0,17.57213,5.244874,10.19,,,,
INDOCO.NS,Indoco Remedies Limited,22808383488.0,,18.194853,-10.69,,,,
ADVAIT.NS,Advait Energy Transitions Limited,22807554048.0,44.05154,,47.34,,,,
ALEMBICLTD.NS,Alembic Limited,22704648192.0,7.153722,1.775502,12.36,,,,
TAJGVK.NS,TAJGVK Hotels & Resorts Limited,22632105984.0,5.527565,124.465515,65.3,,,,
GEOJITFSL.NS,Geojit Financial Services Limited,22631221248.0,28.152777,,2.88,,,,
ORIENTHOT.NS,Oriental Hotels Limited,22612443136.0,33.9437,,3.73,,,,
PENIND.NS,Pennar Industries Limited,22603493376.0,16.293776,11.631945,10.28,,,,
SERVOTECH.NS,Servotech Renewable Power System Limited,22539331584.0,68.82758,,1.45,,,,
BETA.NS,BETA DRUGS LIMITED,22501769216.0,54.341785,,41.02,,,,
EXICOM.NS,Exicom Tele-Systems Limited,22462773248.0,,,-20.37,,,,
TASTYBITE.NS,Tasty Bite Eatables Limited,22443520000.0,63.694286,,137.32,,,,
JISLJALEQS.NS,Jain Irrigation Systems Limited,22416072704.0,,,-0.34,,,,
RHETAN.NS,Rhetan TMT Limited,22344376320.0,215.69232,,0.13,,,,
TCIEXP.NS,TCI Express Limited,22298384384.0,27.403212,20.998554,21.18,,,,
SIRCA.NS,Sirca Paints India Limited,22260740096.0,33.677864,21.966293,11.61,,,,
PRAKASH.NS,Prakash Industries Limited,22215102464.0,6.669355,3.8287036,18.6,,,,
ORISSAMINE.NS,The Orissa Minerals Development Company Limited,22189199360.0,,,-44.75,,,,
BHARATRAS.NS,Bharat Rasayan Limited,22165860352.0,3.8022468,3.9880383,350.74,,,,
HPL.NS,HPL Electric & Power Limited,22141874176.0,24.33569,18.31649,14.15,,,,
NILKAMAL.NS,Nilkamal Limited,22061678592.0,19.01045,8.708629,77.51,,,,
JAYKAY.NS,Jaykay Enterprises Limited,22032844800.0,10.018366,,16.88,,,,
APOLLOPIPE.NS,Apollo Pipes Limited,21937719296.0,475.7143,37.840908,1.05,,,,
LANDMARK.NS,Landmark Cars Limited,21820909568.0,58.47222,17.030745,9.0,,,,
COSMOFIRST.NS,Cosmo First Limited,21676357632.0,13.985095,,59.71,,,,
VERANDA.NS,Veranda Learning Solutions Limited,21656780800.0,19.343374,,11.62,,,,
SHRINGARMS.NS,Shringar House of Mangalsutra Limited,21654788096.0,16.584934,,13.54,,,,
KPEL.NS,K.P. Energy Limited,21634373632.0,11.888972,,26.84,,,,
PRABHA.NS,Prabha Energy Limited,21568184320.0,3678.75,,0.04,,,,
SANSTAR.NS,SANSTAR LIMITED,21554886656.0,56.94709,,1.89,,,,
HONDAPOWER.NS,Honda India Power Products Limited,21542866944.0,33.558224,,63.29,,,,
KCP.NS,The KCP Limited,21483421696.0,10.891503,42.728203,15.3,,,,
SOMANYCERA.NS,Somany Ceramics Limited,21431242752.0,26.458227,16.241714,19.75,,,,
VINDHYATEL.NS,Vindhya Telelinks Limited,21408583680.0,9.727531,,185.71,,,,
CANTABIL.NS,Cantabil Retail India Limited,21290899456.0,22.212914,,11.46,,,,
PARACABLES.NS,Paramount Communications Limited,21057859584.0,32.83163,,1.96,,,,
MUKANDLTD.NS,Mukand Limited,21051559936.0,3.4845731,,41.81,,,,
INDIANHUME.NS,The Indian Hume Pipe Company Limited,20969977856.0,14.858155,17.157326,26.79,,,,
DCXINDIA.NS,DCX Systems Limited,20869359616.0,,39.033333,-0.69,,,,
LAOPALA.NS,La Opala RG Limited,20852459520.0,22.579329,15.5256195,8.32,,,,
HESTERBIO.NS,Hester Biosciences Limited,20823105536.0,37.451042,,65.36,,,,
SUMEETINDS.NS,Sumeet Industries Limited,20764669952.0,73.86956,,0.46,,,,
MSPL.NS,MSP Steel & Power Limited,20693745664.0,65.19643,-2.1104047,0.56,,,,
AWFIS.NS,AWFIS SPACE SOLUTIONS LTD,20631664640.0,29.062498,14.255813,9.92,,,,
ARMANFIN.NS,Arman Financial Services Limited,20590004224.0,36.49953,,53.65,,,,
HINDOILEXP.NS,Hindustan Oil Exploration Company Limited,20567797760.0,32.812237,,4.74,,,,
GMBREW.NS,G.M. Breweries Limited,20553093120.0,12.179799,14.827757,73.86,,,,
BAJEL.NS,Bajel Projects Limited,20543148032.0,102.045975,11.837333,1.74,,,,
VENKEYS.NS,Venky's (India) Limited,20439316480.0,14.683737,26.818855,98.81,,,,
THEJO.NS,Thejo Engineering Limited,20393574400.0,41.48941,,45.32,,,,
GANDHAR.NS,Gandhar Oil Refinery (India) Limited,20352090112.0,15.034707,,13.83,,,,
SIMPLEXINF.NS,Simplex Infrastructures Limited,20315639808.0,49.489403,,5.19,,,,
VIDYAWIRES.NS,VIDYA WIRES LIMITED,20167483392.0,34.98893,,2.71,,,,
INDSWFTLAB.NS,Ind-Swift Laboratories Limited,20128993280.0,47.82438,,4.84,,,,
SBC.NS,SBC Exports Limited,20128552960.0,79.75472,,0.53,,,,
HGS.NS,Hinduja Global Solutions Limited,20075827200.0,,4.005848,-24.9,,,,
GOCLCORP.NS,GOCL Corporation Limited,20012414976.0,7.1578016,,56.4,,,,
TIRUMALCHM.NS,Thirumalai Chemicals Limited,19916525568.0,,,-14.9,,,,
NUCLEUS.NS,Nucleus Software Exports Limited,19829536768.0,16.97656,11.78795,44.37,,,,
NDRAUTO.NS,NDR Auto Components Limited,19803428864.0,31.843117,,26.07,,,,
NELCO.NS,Nelco Limited,19786975232.0,525.5455,,1.65,,,,
EIHAHOTELS.NS,EIH Associated Hotels Limited,19584925696.0,22.475523,,14.3,,,,
HATHWAY.NS,Hathway Cable and Datacom Limited,19577356288.0,26.333336,24.57778,0.42,,,,
BCG.NS,Brightcom Group Limited,19539292160.0,2.0293503,,4.77,,,,
MARSONS.NS,Marsons Limited,19409438720.0,41.77037,,2.7,,,,
SCILAL.NS,Shipping Corporation of India Land and Assets Limited,19405187072.0,67.19355,,0.62,,,,
NGLFINE.NS,NGL Fine-Chem Limited,19348953088.0,40.16286,,77.98,,,,
SAKAR.NS,Sakar Healthcare Limited,19265435648.0,64.112495,23.594086,13.69,,,,
PFS.NS,PTC India Financial Services Limited,19133620224.0,5.993964,4.923967,4.97,,,,
KRISHNADEF.NS,KRISHNA DEF AND ALD IND L,19131162624.0,45.65574,,28.06,,,,
SURYODAY.NS,Suryoday Small Finance Bank Limited,19109847040.0,12.581525,5.5576506,14.29,,,,
GRMOVER.NS,GRM Overseas Limited,19102572544.0,11.726115,,7.85,,,,
CAPACITE.NS,Capacit'e Infraprojects Limited,19044370432.0,9.93819,6.6795254,22.65,,,,
HINDWAREAP.NS,Hindware Home Innovation Limited,19012816896.0,,13.817629,-4.75,,,,
INSECTICID.NS,Insecticides (India) Limited,19012526080.0,13.643767,9.678566,47.89,,,,
CEINSYS.NS,Ceinsys Tech Limited,18951723008.0,13.332598,,67.89,,,,
GOODYEAR.NS,Goodyear India Limited,18854563840.0,30.67167,,26.65,,,,
JAICORPLTD.NS,Jai Corp Limited,18759729152.0,11.065218,,9.66,,,,
DYCL.NS,Dynamic Cables Limited,18729265152.0,22.174412,,17.43,,,,
VIKRAN.NS,VIKRAN ENGINEERING LTD,18603120640.0,17.809875,,4.05,,,,
